Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308192,10,0,25443,
move,1,2,2,second,308191,REJECT,0,32593,
move,2,1,1,first,308192,8,0,13128,
move,2,1,2,second,308191,REJECT,0,14567,
move,3,1,1,first,308192,11,89,11206,
move,3,1,2,second,308191,ACCEPT,11,14350,
move,4,1,1,first,308192,9,91,15359,
move,4,1,2,second,308191,ACCEPT,9,37622,
move,5,1,1,first,308192,6,0,16045,
move,5,1,2,second,308191,REJECT,0,34810,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,7ffbbbad-1688-40d8-ae41-5c2b8d591a33,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1574690411712,

,
,
,
