Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,3,1,first,308552,50,50,16010,
move,1,3,2,second,308373,ACCEPT,50,20216,
move,2,1,1,first,308552,60,40,14935,
move,2,1,2,second,308373,ACCEPT,60,20096,
move,3,1,1,first,308552,40,60,6126,
move,3,1,2,second,308373,ACCEPT,40,8778,
move,4,1,1,first,308552,51,49,20241,
move,4,1,2,second,308373,ACCEPT,51,24741,
move,5,1,1,first,308552,49,51,6608,
move,5,1,2,second,308373,ACCEPT,49,8649,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,65ec7986-a679-46c0-846c-ed5f1cd8c75b,
matching,random,
parent,35a31255-c848-4ea9-9adb-67a8597e42a3,
start time,1575218304186,

,
,
,
