Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,307653,50,50,43001,
move,1,2,2,second,307820,ACCEPT,50,48373,
move,2,1,1,first,307653,50,50,11390,
move,2,1,2,second,307820,ACCEPT,50,13262,
move,3,1,1,first,307653,50,50,6776,
move,3,1,2,second,307820,ACCEPT,50,8256,
move,4,1,1,first,307653,50,50,6968,
move,4,1,2,second,307820,ACCEPT,50,8756,
move,5,1,1,first,307653,50,50,4497,
move,5,1,2,second,307820,ACCEPT,50,6041,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,aa0a2278-4e1c-4cfc-a335-2f46de4c6507,
matching,random,
parent,25ba6963-f76d-4e69-b837-f81d20556a47,
start time,1574358262465,

,
,
,
