Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308600,44,0,19796,
move,1,2,2,second,308601,REJECT,0,24281,
move,2,1,1,first,308600,49,51,7967,
move,2,1,2,second,308601,ACCEPT,49,14865,
move,3,1,1,first,308600,49,51,12716,
move,3,1,2,second,308601,ACCEPT,49,18015,
move,4,1,1,first,308600,40,0,13798,
move,4,1,2,second,308601,REJECT,0,17283,
move,5,1,1,first,308600,2,0,11867,
move,5,1,2,second,308601,REJECT,0,14383,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,6858fb9a-01eb-43a9-8afe-4b4d0da55dab,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1575299604680,

,
,
,
