Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308467,50,50,36645,
move,1,2,2,second,308653,ACCEPT,50,41346,
move,2,1,1,first,308467,40,60,6144,
move,2,1,2,second,308653,ACCEPT,40,10615,
move,3,1,1,first,308467,30,70,47726,
move,3,1,2,second,308653,ACCEPT,30,54366,
move,4,1,1,first,308467,25,0,7604,
move,4,1,2,second,308653,REJECT,0,13041,
move,5,1,1,first,308467,45,55,19959,
move,5,1,2,second,308653,ACCEPT,45,24370,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,9d534bef-c6fd-432e-83c3-74440507788e,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1575382498810,

,
,
,
