Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308189,41,59,24031,
move,1,2,2,second,308643,ACCEPT,41,28532,
move,2,1,1,first,308189,48,52,7640,
move,2,1,2,second,308643,ACCEPT,48,11635,
move,3,1,1,first,308189,46,54,11178,
move,3,1,2,second,308643,ACCEPT,46,15361,
move,4,1,1,first,308189,50,50,7321,
move,4,1,2,second,308643,ACCEPT,50,10910,
move,5,1,1,first,308189,37,63,5434,
move,5,1,2,second,308643,ACCEPT,37,8424,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,4a03342c-3b05-48a8-8e23-edcd56940a4d,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1575376879056,

,
,
,
