Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308305,40,60,40168,
move,1,2,2,second,308188,ACCEPT,40,43618,
move,2,1,1,first,308305,35,0,34578,
move,2,1,2,second,308188,REJECT,0,38211,
move,3,1,1,first,308305,40,60,23284,
move,3,1,2,second,308188,ACCEPT,40,26306,
move,4,1,1,first,308305,40,60,9788,
move,4,1,2,second,308188,ACCEPT,40,11657,
move,5,1,1,first,308305,35,0,10854,
move,5,1,2,second,308188,REJECT,0,14991,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,8d0c56fe-ad0f-4832-9d9c-4c0618f70301,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1574775950148,

,
,
,
