Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308536,50,50,18905,
move,1,2,2,second,308553,ACCEPT,50,22350,
move,2,1,1,first,308536,34,66,7605,
move,2,1,2,second,308553,ACCEPT,34,54273,
move,3,1,1,first,308536,50,50,9291,
move,3,1,2,second,308553,ACCEPT,50,13973,
move,4,1,1,first,308536,60,40,7318,
move,4,1,2,second,308553,ACCEPT,60,16426,
move,5,1,1,first,308536,53,47,7282,
move,5,1,2,second,308553,ACCEPT,53,15747,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,8cc7f72a-6c2b-437b-985c-2a526d7215cb,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1575220219476,

,
,
,
