Move Data
move,Period,Group #,Player #,Player Role,User ID,Decision,Payoff,Decision Time,
move,1,2,1,first,308202,50,50,5615,
move,1,2,2,second,308207,ACCEPT,50,8146,
move,2,1,1,first,308202,50,50,4582,
move,2,1,2,second,308207,ACCEPT,50,5801,
move,3,1,1,first,308202,50,50,4636,
move,3,1,2,second,308207,ACCEPT,50,5968,
move,4,1,1,first,308202,50,50,3393,
move,4,1,2,second,308207,ACCEPT,50,4458,
move,5,1,1,first,308202,50,50,3263,
move,5,1,2,second,308207,ACCEPT,50,4689,

,
,
,
Metadata
type,ultimatum,
name,Ultimatum,
description,,
creator,MobLab,
editable,true,
tags,categories_Bargaining,Game Theory,Bargaining,Negotiations,Cooperation,Sequential Choice,Managerial Economics,Ultimatum,Altruism,Fairness,
allow_proxy_play,"false",
passive_roles,"",
show_timer,"true",
show_identity,"false",
play_with_robots,"false",
number_of_round,"1",
round_duration,"-1",
round_interval,"0",
turn_duration,"-1",
maximal,"2",
type,"ultimatum",
duration,"-1",
allow_chat,"false",
minimal,"2",
ending_probability,"100",
initial_total,"100",
shrinkage,"0",
desc,"You and another player are dividing a stack of coins.
The first player proposes a way to split the coins. The second player can either accept or reject the first player’s offer.
If the offer is rejected, then both players get nothing.",
id,23edb33f-f0e7-4c57-94c6-5883a757b63c,
matching,random,
parent,ee709fc8-7b99-4ec6-bbc7-d21a3bde7da2,
start time,1574693240186,

,
,
,
